,id,country,province,winery,variety,points,description
216510,235609,US,California,Patz & Hall,Chardonnay,86,patz hall captured cool climate essence southern sonoma chard crisply acidic vibrantly fruity young might benefitted less though caramel toast excessive
103829,172928,Italy,Tuscany,Inalto,Red Blend,87,dark savory blend sangiovese merlot cabernet sauvignon offers fresh succulent spice smoked bacon earth twist incense church candle back crushed pepper
68215,87314,US,California,Luna,Cabernet Sauvignon,93,tannic austere young cabernet offering relief find concentrated core blackberries minerals brightened scour fine clean odds heavily favor aging decade
60949,80048,Italy,Tuscany,Selvapiana,Red Blend,92,blend sangiovese merlot cabernet sauvignon boasts enticing dark berry menthol leather dark spice taut palate doles cherry cassis licorice pleasant game fine grained
185912,205011,France,Bordeaux,Château Vray Croix de Gay,Bordeaux-style Red Blend,90,elegant maturity though firm shows considerable fresh giving fresh feel currant fruits light spiciness adds extra interest ready
193749,212848,US,California,Arrowood,Cabernet Sauvignon,92,dryness mark cabernet giving austerity astringency lurking deep surface vast underground landscape blackberry cassis plums olives herbs fascinating intricate heady undrinkable immaturity stuff
211500,230599,US,Oregon,Argyle,Riesling,87,though picked brix riesling reaches alcohol residual sugar interesting combination data plenty concentrated flower sugar honey peach mouthful sure substantial packed though heavy
165757,134856,US,Washington,Skyfall,Merlot,88,raspberry herb sugared plum aromas followed drinking sense balance keeps interest high
176537,145636,Australia,Western Australia,Indis,Chardonnay,87,smells spicy tropical like something beach vacation palate deals pineapple coconut disclaimer review makes sound sweeter simpler actually play steel drum music background throw sand toes imported epic wines
91954,161053,Italy,Northeastern Italy,Ferrari,Chardonnay,88,charming sparkler made exclusively chardonnay grapes offers delicate aromas walnut golden delicous apples baked bread carry palate crisp frothy clean nutty
228118,247217,US,Oregon,Siduri,Pinot Noir,88,color murky offers sound solid varietal aromas plenty sweet definitely front loaded sweet cherry berry managed lick chocolate shows california influence winemaker based santa rosa
162682,131781,US,California,Raymond,Cabernet Sauvignon,90,succulent cherry cassis surprising level depth grip finds integrated soft layers caramelized brightness
6391,256391,US,California,Balletto,Zinfandel,87,spicy lusty shows variety russian river valley aged american deep long cherry cranberry licorice cola cinnamon paprika spice best meat dishes hard cheeses
154314,123413,US,California,Lava Cap,Chardonnay,88,bold plenty creamy texture full bodied mouth filling offers lemon butter aromas pear spicy nutmeg smoky overtone lasts
8574,258574,Chile,Maule Valley,Oveja Negra,Red Blend,85,dark chunky cola cassis beet like aromas palate extracted gritty blackberry change improve mouth deep night dull edged flat lines
254138,23237,Italy,Tuscany,Marchesi de' Frescobaldi,Chardonnay,89,barrique aged chardonnay opens delicate aromas beeswax acacia flower toast refined palate offers toasted citrus vanilla mature golden delicious apple alongside bright
27771,277771,US,California,Carhartt Vineyard,Merlot,84,chocolate peppermint alongside blackberry aromas intriguing echoed mouth deliciously flavored soft acids
173900,142999,US,California,Newsome-Harlow,Syrah,91,dalton ranch special vineyard source newsome harlow ability grow great shows syrah color boastful earthy bright violet blackberry raspberry subtle softened
40514,59613,US,California,Michel-Schlumberger,Chardonnay,88,flowery balanced crisp lemon pear takes designation french word cool climate environs supple refined round deal
105939,175038,US,Oregon,Adelsheim,Pinot Noir,89,winery names ribbon springs important source pinot noir grapes ribbon ridge small subset northern willamette valley distinguishing refined focused pinots raspberries rocks collide midpalate lick milk chocolate fades gentle alcohol listed
250670,19769,US,California,Sidebar,Red Blend,90,made david ramey blend zinfandel alicante petite sirah impresses forward approachability around likability earthy teases dark cherry vanilla milk chocolate texture smoothly etched fine leather
175864,144963,Germany,Rheingau,Schloss Johannisberger,Riesling,93,succulent almost tender starts lovely aromas honey bergamot adding apricot vanilla mouth soft lush style sweet long mouthwatering long lived remain delectable another
34378,53477,Spain,Spain Other,Vicente Gandia,Cabernet Sauvignon,87,spice saline generic berry aromas balanced familiar tasting cabernet candied plum berry oaky cassis poking overall fruity fresh style
108397,177496,Israel,Galilee,Binyamina,Merlot,86,berry plum aromas keep greener dominating bouquet accents stale burnt coffee lingers back medium weight mouth juicy driven dark olive soft round
277304,46403,US,California,Madroña,Cabernet Sauvignon,85,simple currants sweet olive tapenade mocha clean pleasant wash meats cheeses worry impressing neighbors
77318,96417,Argentina,Other,Infinitus,Cabernet Sauvignon,85,smells green leathery volatility jammy blueberry offset grabby jammy palate reasonably feel stewed berry herbal oaky mildly bitter
132662,101761,France,Bordeaux,Château Galès,Bordeaux-style Red Blend,88,aged wood dense structured serious firm juicy currant fruits underneath promise fresh fruity
224193,243292,US,California,Calistoga Cellars,Sauvignon Blanc,85,estate vineyard calistoga comes white apricots citrus fruits figs peaches obviously trace cool climate greenness makes clean vibrant
143760,112859,US,California,Qupé,Syrah,87,delicious complex wild blackberry provençal herb white pepper sandalwood feels elegant soft lacking structural integrity fine
220201,239300,Germany,Rheinhessen,Groebe,Riesling,85,frankly sweet almost flabby plenty sugar petrolly minerality pear lacks buoyant citrusy zest needed balance length
251153,20252,Italy,Central Italy,Castello di Corbara,Red Blend,87,sangiovese blended equal parts merlot cabernet produce simple thin berry aromas forest berry floral nuances sharp points bright elegance harmony objective reaches length pair mediterranean foods
137450,106549,US,California,Girasole,Pinot Noir,86,earthy herbal inexpensive pinot offers faint cherry tones structured juicy midpalate pronounced center stage
162938,132037,Austria,Carnuntum,Markowitsch,Pinot Noir,92,pepper spice mingles subdued tart berry palate adds supple vanilla strawberry fine smooth pervasive freshness vanilla dominates bottle help
175160,144259,US,California,Black Box,Merlot,81,semi sweet tasting like cherry flavored cough medicine merlot leaves desired serviceable
277619,46718,US,Washington,North by Northwest,Cabernet Sauvignon,91,nxnw makes less walla walla cabernet columbia valley bottling though wear price find—a deep dark rife smoke espresso cherry cassis fruit—equally dark quite thrilling—carries center
87968,157067,South Africa,Hemel en Aarde,Hamilton Russell,Pinot Noir,90,wild animal character soft gaminess infuses classic south african pinot cherry plum center stage delicate forest bark soft menthol grace soft balanced carry long close
65666,84765,Austria,Burgenland,Nittnaus Hans und Christine,Red Blend,89,away palate reveals simple supple cherry joined darker blackberry plum structure lightly worn friendly unobtrusive medium bodied edge spice
48779,67878,US,California,Longwood,Chardonnay,85,elegance opulence marks chardonnay acidic citrus herb toast look buttery style find
129300,198399,New Zealand,Moutere,Kahurangi,Riesling,84,distinctive cozy steely lime green apple aromas chalky minerally almost tannic weird fans imported cordon selections
209538,228637,US,California,Sbragia,Cabernet Sauvignon,95,accessible interesting compelling sbragia cabernets extraordinarily powerful potent sweetly refined blackberries cassis leading long effortlessly
244080,13179,US,California,Virage,Red Blend,87,challenging napa valley vintage made winemaker calls bank style blending cabernet franc merlot cabernet sauvignon vineyards hyde carneros brimming dark plum severe chocolate cherry reasonable amount grip
27000,277000,US,Oregon,Rex Hill,Pinot Noir,87,definitely hits leafy herbal hard tomato scents carry palate peppery spice
252070,21169,France,Bordeaux,Château Malescot Saint-Exupery,Bordeaux-style Red Blend,93,sweet juicy potential delicious certainly prominent sweetness finally structured
189154,208253,France,Burgundy,Henri de Villamont,Chardonnay,91,aromatic ripeness balances bright green white fruits wood spice followed touch lemon jelly minerally developing waiting vintage surface
106135,175234,US,New York,Standing Stone,Chardonnay,85,saline breeze brighten soft sweet vanilla caramel oaky finger lakes chard supple texture languid character gets verve bright midpalate
155293,124392,US,California,Rodney Strong,Cabernet Sauvignon,90,fruity soft flamboyant cabernet packed plum blackberry currant licorice dark chocolate spicy delicious savory probably showing best
75191,94290,Italy,Tuscany,Il Palagio,Red Blend,88,made sangiovese syrah merlot opens aromas currant freshly grass whiff thyme easygoing palates doles juicy cherry clove smoke smooth enjoy soon
276734,45833,US,California,Chalk Hill,Syrah,84,high alcohol stars syrah prickly heat dominates giving fiery warmth blackberry cassis grilled beef
32499,51598,US,California,Amici,Chardonnay,88,floral jasmine apple blossom offers solid foundation baked apple sizable youthfully wound concentrated richness moderate helps keep things check lengthy complexity comes bear
222160,241259,Chile,Curicó Valley,San Nicolas,Cabernet Sauvignon,84,solid lightweight tobacco mushroom scents adequately balanced cherry plum pepper touch espresso carry medicinal balsamic character
41374,60473,US,California,Proulx,Pinot Noir,88,cherry raspberry appellation blend paso producer eucalyptus cedar palate straightforward cranberry raspberry pencil lead
27513,277513,US,California,Beaulieu Vineyard,Zinfandel,85,jammy zinfandel opens burst peppery wild berry aromas turns fruity supple palate probably ager everyday pasta tomato sauce finishes moderately intense
267665,36764,Italy,Tuscany,Rocca di Frassinello,Red Blend,86,berry muddles purity example strawberry roll sweet spice upfront tastes youthful soft overall
19736,269736,France,Burgundy,Pierre Morey,Pinot Noir,92,initially earthy aromas fruits follows pattern barnyard opening plum strawberry fruits delicious richness balanced firm
